fips,county,state,deaths,cases,latitude,longitude
1001.0,Autauga,Alabama,356,14480,32.5791817,-86.49965460000001
1003.0,Baldwin,Alabama,532,21460,30.6010744,-87.77633329999999
1005.0,Barbour,Alabama,61,9840,31.8172896,-85.35496499999999
1007.0,Bibb,Alabama,52,5389,32.9562798,-87.14228949999999
1009.0,Blount,Alabama,43,5327,34.0145152,-86.49965460000001
1011.0,Bullock,Alabama,293,10433,32.0573536,-85.7256372
1013.0,Butler,Alabama,935,22918,31.6760284,-86.6611083
1015.0,Calhoun,Alabama,236,11611,33.7701576,-85.80766
1017.0,Chambers,Alabama,1787,29300,32.9028048,-85.35496499999999
1019.0,Cherokee,Alabama,163,2557,34.1665322,-85.684578
1021.0,Chilton,Alabama,102,7508,32.944392,-86.6611083
1023.0,Choctaw,Alabama,397,8287,32.0716631,-88.24611829999999
1025.0,Clarke,Alabama,154,8386,31.7002461,-87.77633329999999
1027.0,Clay,Alabama,113,2108,33.279527,-85.84862360000001
1029.0,Cleburne,Alabama,71,1322,33.6261707,-85.52002399999999
1031.0,Coffee,Alabama,51,14779,31.4751172,-86.0121573
1033.0,Colbert,Alabama,216,10807,34.7117567,-87.89424509999999
1035.0,Conecuh,Alabama,49,3558,31.501571,-86.9824288
1037.0,Coosa,Alabama,77,2875,32.8897772,-86.2196937
1039.0,Covington,Alabama,89,7090,31.3066438,-86.49965460000001
1041.0,Crenshaw,Alabama,122,4639,31.6671872,-86.3376761
1043.0,Cullman,Alabama,57,10790,34.2011537,-86.8220341
1045.0,Dale,Alabama,0,7232,31.4645298,-85.684578
1047.0,Dallas,Alabama,281,19084,32.2332138,-87.14228949999999
1049.0,DeKalb,Alabama,228,16512,34.5211397,-85.684578
1051.0,Elmore,Alabama,470,23455,32.5647083,-86.0121573
1053.0,Escambia,Alabama,213,5029,31.1394734,-87.14228949999999
1055.0,Etowah,Alabama,842,18698,34.0455341,-86.05296039999999
1057.0,Fayette,Alabama,11,1568,33.6871392,-87.77633329999999
1059.0,Franklin,Alabama,386,30474,34.3967457,-87.6186379
1061.0,Geneva,Alabama,0,2159,31.0990456,-85.684578
1063.0,Greene,Alabama,249,6756,32.9718107,-87.9334803
1065.0,Hale,Alabama,516,10171,32.785910200000004,-87.6186379
1067.0,Henry,Alabama,116,4666,31.4469377,-85.1894045
1069.0,Houston,Alabama,323,14686,31.1318686,-85.31362179999999
1071.0,Jackson,Alabama,204,6554,34.7090388,-86.0121573
1073.0,Jefferson,Alabama,6245,134853,33.4914122,-86.9824288
1075.0,Lamar,Alabama,6,1949,33.6923649,-88.0900762
1077.0,Lauderdale,Alabama,243,11120,34.8840876,-87.658113
1079.0,Lawrence,Alabama,0,3140,34.567428,-87.30161319999999
1081.0,Lee,Alabama,2320,43523,32.5888702,-85.39627689999999
1083.0,Limestone,Alabama,0,9264,34.78000720000001,-86.9423801
1085.0,Lowndes,Alabama,652,15148,32.221464,-86.6611083
1087.0,Macon,Alabama,266,5761,32.3731182,-85.684578
1089.0,Madison,Alabama,374,30774,34.72397309999999,-86.49965460000001
1091.0,Marengo,Alabama,439,10095,32.2459085,-87.77633329999999
1093.0,Marion,Alabama,716,8991,34.0441174,-87.77633329999999
1095.0,Marshall,Alabama,599,48625,34.3652297,-86.3376761
1097.0,Mobile,Alabama,7257,146046,30.6082227,-88.24611829999999
1099.0,Monroe,Alabama,129,4191,31.5119068,-87.460397
1101.0,Montgomery,Alabama,2702,110001,32.2077447,-86.17517590000001
1103.0,Morgan,Alabama,68,22141,34.4240875,-86.86218269999999
1105.0,Perry,Alabama,0,2901,32.598888,-87.30161319999999
1107.0,Pickens,Alabama,263,7417,33.3339954,-88.0900762
1109.0,Pike,Alabama,61,13331,31.8395163,-86.0121573
1111.0,Randolph,Alabama,513,8555,33.2681523,-85.52002399999999
1113.0,Russell,Alabama,0,12396,32.3552497,-85.1894045
1115.0,St. Clair,Alabama,78,9492,33.6530112,-86.3376761
1117.0,Shelby,Alabama,1320,39339,33.3039292,-86.6611083
1119.0,Sumter,Alabama,446,12426,32.6155551,-88.24611829999999
1121.0,Talladega,Alabama,251,8354,33.4231716,-86.1344697
1123.0,Tallapoosa,Alabama,3680,29024,32.9201244,-85.84862360000001
1125.0,Tuscaloosa,Alabama,971,52903,33.3227653,-87.460397
1127.0,Walker,Alabama,205,23923,33.8563605,-87.30161319999999
1129.0,Washington,Alabama,326,4671,31.3422346,-88.24611829999999
1131.0,Wilcox,Alabama,388,10105,32.0105439,-87.3413599
1133.0,Winston,Alabama,29,5428,34.1690087,-87.3413599
2013.0,Aleutians East Borough,Alaska,0,34,,
2016.0,Aleutians West Census Area,Alaska,0,93,,
2020.0,Anchorage,Alaska,390,20248,61.2180556,-149.9002778
2050.0,Bethel Census Area,Alaska,0,231,61.09344600000001,-160.8640773
2060.0,Bristol Bay Borough,Alaska,0,139,58.7578504,-156.7792687
2068.0,Denali Borough,Alaska,0,4,,
2070.0,Dillingham Census Area,Alaska,0,112,59.80677919999999,-157.7242585
2090.0,Fairbanks North Star Borough,Alaska,165,7918,64.9526102,-146.4744154
2100.0,Haines Borough,Alaska,0,51,,
2110.0,Juneau City and Borough,Alaska,6,2637,58.5541934,-134.4769931
2122.0,Kenai Peninsula Borough,Alaska,54,4297,60.0858486,-151.382264
2130.0,Ketchikan Gateway Borough,Alaska,0,1660,55.5103345,-131.389286
2150.0,Kodiak Island Borough,Alaska,0,156,57.53693430000001,-153.2659352
2164.0,Lake and Peninsula Borough,Alaska,0,43,,
2170.0,Matanuska-Susitna Borough,Alaska,76,2451,62.2599347,-150.1729153
2180.0,Nome Census Area,Alaska,0,207,64.8329974,-164.256602
2185.0,North Slope Borough,Alaska,0,61,69.05787579999999,-152.8628274
2188.0,Northwest Arctic Borough,Alaska,0,115,67.2872981,-160.0342624
2195.0,Petersburg Borough,Alaska,0,223,56.8124267,-132.9554472
2198.0,Prince of Wales-Hyder Census Area,Alaska,0,165,55.3242244,-132.6044581
2220.0,Sitka City and Borough,Alaska,0,291,57.0530556,-135.33
2240.0,Southeast Fairbanks Census Area,Alaska,0,251,63.9603869,-143.6296999
2261.0,Valdez-Cordova Census Area,Alaska,0,400,61.4787707,-144.1147195
2275.0,Wrangell City and Borough,Alaska,0,73,,
2290.0,Yukon-Koyukuk Census Area,Alaska,0,99,65.8443666,-153.4302993
4001.0,Apache,Arizona,2273,88262,35.5313224,-109.3783206
4003.0,Cochise,Arizona,178,9525,31.82845799999999,-109.949686
4005.0,Coconino,Arizona,5132,74368,35.6647545,-111.4752851
